Department,Subject,Master Subject,Title,Level,Pre/Co-Requisites
10,10.28,10.28,Chemical-Biological Engr Lab,U,5.310 or 10.702; 7.05 or 5.07; or permission of instructor
10,10.28L,10.28L,Chemical-Biological Engr Lab,U,"5.310, 7.02, or 10.702; 7.05 or 5.07; or permission of instructor"
10,10.29,10.26,Biological Engr Projects Lab,U,"2.671, 3.014, 5.310, 7.02, 12.335, or 1.106 and 1.107; 10.302; or permission of instructor"
10,10.291,22.081,Intro to Sustainable Energy,U,Permission of instructor
10,10.301,10.301,Fluid Mechanics,U,"18.03, 10.10"
10,10.302,10.302,Transport Processes,U,"5.60, 10.301, 10.213; or permission of instructor"
10,10.31,10.31,Nano Energy Transprt Processes,U,"10.302 or 2.51; 3.024, 5.61, or 6.007; or permission of instructor"
10,10.32,10.32,Separation Processes,U,"10.213, 10.302"
10,10.333,3.021,Intro to Modeling & Simulation,U,"18.03, 3.016, or permission of instructor"
10,10.34,10.34,Numerical Methods: Chem Eng,G,Permission of instructor
10,10.345,10.345,Fund of Metabolic Biochem Eng,U,"5.07, 7.05, or permission of instructor"
10,10.37,10.37,Chemical Kinetics & Reactors,U,"5.60, 10.301"
10,10.39,2.6,Fund of Adv Energy Conversion,U,"2.006, or 2.051 and 2.06, or permission of instructor"
10,10.391,22.081,Sustainable Energy,G,Permission of instructor
10,10.392,2.6,Fund of Adv Energy Conversion,G,"2.006, or 2.051 and 2.06, or permission of instructor"
10,10.4,10.4,Chem Engr Thermodynamics,G,10.213
10,10.407,10.407,Funding Strategies for Startup,G,
10,10.424,10.424,Pharmaceutical Engineering,U,10.213
10,10.426,10.426,Electrochemical Energy Systems,U,10.302 or permission of instructor
10,10.43,10.43,Intro: Interfacial Phenomena,G,10.213 or introductory subject in thermodynamics or physical chemistry
10,10.437,10.437,Computational Chemistry,U,
10,10.441,7.37,Molec & Engr Aspects Biotech,U,"2.005, 3.012, 5.60, or 20.110; 7.06; or permission of instructor"
10,10.443,10.643,Future Medicine,U,5.12 or permission of instructor
10,10.45,10.45,"Process Dynamics, Opers, Ctrl",U,"10.302, 18.03"
10,10.466,10.466,Structure of Soft Matter,U,5.6
10,10.467,10.467,Polymer Science Laboratory,U,"5.12, 5.310"
10,10.489,10.489,Modern Heterogeneous Catalysis,U,"10.37, 10.302"
10,10.49,10.49,Integrated Chem Eng I,U,10.37
10,10.491,10.491,Integrated Chem Eng II,U,10.49
10,10.492,10.492,Integrated Chem Eng Topics I,U,10.301 and permission of instructor
10,10.493,10.493,Integrated Chem Eng Topics II,U,10.301 and permission of instructor
10,10.494,10.494,Integrated Chem Eng Topics III,U,10.301 and permission of instructor
10,10.495,10.495,Design & Dvpmt Immunotherapies,U,7.06 or permission of instructor
10,10.5,10.5,Analysis:Transport Phenomena,G,"10.301, 10.302"
10,10.51,10.31,Nano Energy Transprt Processes,G,"10.302 or 2.51; 3.024, 5.61, or 6.007; or permission of instructor"
10,10.52,10.52,Mechanics of Fluids,G,10.5
10,10.524,10.424,Pharmaceutical Engineering,G,
10,10.53,10.03,Advances in Biomanufacturing,G,
10,10.531,2.341,Macromolecular Hydrodynamics,G,"2.25, 10.301, or permission of instructor"
10,10.536,22.313,Therm Hydraulics:Power Tech,G,"2.006, 10.302, 22.312, or permission of instructor"
10,10.537,20.41,Molecular Cell Tissue Biomechs,G,"GIR:BIOL; 2.002, 2.006, 6.013, 10.301, or 10.302"
10,10.538,20.42,Principles of Molecular Bioeng,G,"7.06, 18.03"
10,10.539,20.43,"Fields,Forces,Flows: Biol Sys",G,Permission of instructor
10,10.54,10.54,Intracellular Dynamics,G,"18.03, 7.06, 10.302, or permission of instructor"
10,10.542,10.542,Biochemical Engineering,G,Permission of instructor
10,10.544,10.544,Metabolic & Cell Engineering,G,"7.05, 10.302, 18.03"
10,10.545,10.345,Fund of Metabolic Biochem Eng,G,"5.07, 7.05, or permission of instructor"
10,10.546,5.7,Statistical Thermodynamics,G,5.60 or permission of instructor
10,10.547,15.136,Princ& Practice:Drug Developmt,G,Permission of instructor
10,10.548,HST.525,Tumor Microenvironment,G,18.03; 10.301
10,10.55,10.55,Colloid & Surfactant Science,G,Permission of instructor
10,10.551,10.551,System Engineering,G,"10.213, 10.302, 10.37"
10,10.552,10.552,Adv Systems Engineering,G,
10,10.555,10.555,"Bioinformatics:Princ,Meth,Appl",G,Permission of instructor
10,10.557,10.557,Mixed-integer & Nonconvex Opt,G,10.34 or 15.053
10,10.56,10.56,Adv Topics in Surfactant Sci,G,Permission of instructor
10,10.56,10.56,Structure & Props of Polymers,G,10.213 or permission of instructor
10,10.562,HST.562,Tech for Complex Biologicl Sys,G,
10,10.566,10.466,Structure of Soft Matter,G,5.6
10,10.568,10.568,Physical Chem of Polymers,G,"5.60, 10.213, or 10.40"
10,10.569,10.569,Synthesis of Polymers,G,5.12
10,10.571,12.306,Atmospheric Physics & Chem,G,5.60 or 5.61; 18.075; or permission of instructor
10,10.579,5,Energy Tech and Policy,G,
10,10.58,10.58,Solid-State Surface Science,G,10.213
10,10.585,10.585,Engineering Nanotechnology,G,"10.302, 10.213, or permission of instructor"
10,10.586,10.586,Crystallization Sci & Tech,G,10.213
10,10.591,10.591,Case Studies in Bioengineering,G,GIR:BIOL or permission of instructor
10,10.595,10.495,Design & Dvpmt Immunotherapies,G,Permission of instructor
10,10.606,10.606,Visual Strat for Sci & Engrs,G,
10,10.625,2.625,Electrochem Energy Storage,G,"2.005, 3.046, 3.53, 10.40, or 2.051 and 2.06, or permission of instructor"
10,10.626,10.426,Electrochemical Energy Systems,G,10.50 or permission of instructor
10,10.631,10.631,Polymer Fluid Mechanics,G,10.301
10,10.637,10.437,Quantum Chemical Simulation,G,
10,10.643,10.643,Future Medicine,G,5.12 or permission of instructor
10,10.644,10.644,Frontiers in Therapeutics,G,7.05 or permission of instructor
10,10.65,10.65,Chemical Reactor Engineering,G,10.37 or permission of instructor
10,10.652,5.68,Kinetics of Chemical Reactions,G,"5.62, 10.37, or 10.65"
10,10.668,10.668,Statistical Mech of Polymers,G,10.568 or permission of instructor
10,10.677,10.677,Topics Applied Microfluidics,G,10.301 or permission of instructor.
10,10.689,10.489,Modern Heterogeneous Catalysis,G,"10.37, 10.302"
10,10.702,7.02,Intro to Exp Biology & Comm,U,GIR:BIOL
10,10.792,15.792,Global Oper Ldrship Sem,G,
10,10.8,10.8,Chem E Practice:Techn Accompl,G,
10,10.805,IDS.061,"Technology, Law, & Work Envir",G,Permission of instructor
10,10.806,2.96,Management in Engineering,U,
10,10.807,10.807,Innovation Teams,G,15.911 or permission of instructor
10,10.81,10.81,Chem E Pract: Commun Skills,G,
10,10.817,1.84,Atmospheric Chemistry,G,5.6
10,10.82,10.82,Chem E Pract: Techn Accompl,G,
10,10.83,10.83,Chem E Pract: Commun Skills,G,
10,10.84,10.84,Chem E Pract: Techn Accompl,G,
10,10.85,10.85,Chem E Pract: Commun Skills,G,
10,10.86,10.86,Chem E Pract: Techn Accompl,G,
10,10.87,10.87,Chem E Pract: Commun Skills,G,
10,10.9,10.9,Independent Research Problem,G,Permission of instructor
10,10.91,10.91,Independent Research Problem,U,
10,10.911,10.911,Independent Research Problem,U,
10,10.953,10.953,Sem: Heterogeneous Catalysis,G,
10,10.954,10.954,Sem: App. Optical Spectroscopy,G,Permission of instructor
10,10.955,10.955,Seminar in Electrochemical Eng,G,Permission of instructor
10,10.956,10.956,Seminar Atomistic Simulation,G,Permission of instructor
10,10.957,10.957,Seminar in Bioengineering Tech,G,Permission of instructor
10,10.958,10.958,Sem: Fluid Mech & Soft Matter,G,Permission of instructor
10,10.96,10.96,Seminar:Polymers & Soft Matter,G,
10,10.961,10.961,Sem: Adv Air Pollution Res,G,Permission of instructor
10,10.962,10.962,Seminar in Molec Cell Engineer,G,Permission of instructor
10,10.964,10.964,Sem on Transport Theory,G,Permission of instructor
10,10.965,10.965,Sem in Biosystems Eng,G,Permission of instructor
10,10.966,10.966,"Sem: Drug Deliv, Biomat & Engr",G,Permission of instructor
10,10.967,10.967,Sem: Protein-Polymer Matl Engr,G,Permission of instructor
10,10.968,10.968,Seminar in Biomolecular Engr,G,Permission of instructor
10,10.969,10.969,Molecular Engineering Seminar,G,Permission of instructor
10,10.97,10.97,Sem: Molecular Computation,G,Permission of instructor
10,10.971,10.971,Sem-Fl Mech & Trans Phen,G,Permission of instructor
10,10.972,10.972,Biochem Eng Research Seminar,G,Permission of instructor
10,10.973,10.973,Bioengineering,G,Permission of instructor
10,10.974,10.974,Seminar: Chem Engr Nanotech,G,Permission of instructor
10,10.975,10.975,Seminar: Polymer Sci & Engr,G,Permission of instructor
10,10.976,10.976,"Process Design, Oper, Control",G,Permission of instructor
10,10.977,10.977,Seminar in Electrocatalysis,G,Permission of Instructor
10,10.978,10.978,Adv Materials for Energy Apps,G,Permission of instructor
10,10.981,10.981,Sem: Colloid Interface Science,G,Permission of instructor
10,10.982,10.982,Sem:Exp Colloid & Surface Chem,G,Permission of instructor
10,10.983,10.983,React Proc & Microfab Chem Sys,G,Permission of instructor
10,10.984,10.984,Biomed Applications: Chem Eng,G,Permission of instructor
10,10.985,10.985,Sem: Materials Systems Engr,G,Permission of instructor
10,10.987,10.987,Solid Thin Films & Interfaces,G,Permission of instructor
10,10.989,10.989,Seminar in Biotechnology,G,Permission of instructor
10,10.99,10.99,Intro: Chem Eng Research,G,
10,10.991,10.991,Seminar in Chemical Engr,G,Permission of instructor
10,10.992,10.992,Seminar in Chemical Engr,G,Permission of instructor
10,10.994,10.994,Molecular Bioengineering,G,Permission of instructor
10,10.995,10.995,Cellular and Metabolic Engr,G,Permission of instructor
10,10.997,10.997,Seminar: Immunology,G,Permission of instructor
10,10.998,10.998,Sem: Crystallization Science,G,
10,10.EPE,2.EPE,UPOP Engineer Practice Exp,U,2.EPW or permission of instructor
10,10.EPW,2.EPW,UPOP Engr Practice Wrkshp,U,
10,10.S94,10.S94,Special Problems in Chem Engr,U,Permission of instructor
10,10.S95,10.S95,Special Problems in Chem Engr,G,Permission of instructor
10,10.THG,10.THG,Graduate Thesis,G,Permission of instructor
10,10.THU,10.THU,Undergraduate Thesis,U,
10,10.UR,10.UR,Undergraduate Research,U,
10,10.URG,10.URG,Undergraduate Research,U,
11,11.001,11.001,Intro to Urban Design & Devel,U,
11,11.002,11.002,Making Public Policy,U,
11,11.003,11.003,Methods of Policy Analysis,U,11.002J; [14.01]
11,11.004,11.004,People and the Planet,U,
11,11.005,11.005,Intro to International Dev,U,
11,11.006,11.006,Poverty and Economic Security,U,
11,11.011,11.011,Art & Science of Negotiation,U,
11,11.013,11.013,American Urban History,U,
11,11.014,11.014,History of Built Environment,U,
11,11.015,21H.226,"Riots,Strikes,Conspir: Am Hist",U,
11,11.016,11.016,The City,U,
11,11.021,IDS.060,Environmental Law: Pollution,U,
11,11.022,IDS.061,"Regulatn of Chem, Rad, Biotech",U,1.801 or permission of instructor
11,11.025,EC.701,D-Lab: Development,U,
11,11.026,21H.321,Downtown,U,
11,11.027,11.027,"Comp, Res,&Writng About Cities",U,Permission of instructor
11,11.111,11.111,Advanced Art &Sci of Negotiatn,U,11.011 or permission of instructor
11,11.123,11.123,Big Plans Mega-Urbn Landscapes,U,
11,11.124,11.124,Introduction to Education,U,
11,11.127,11.127,Computer Games,U,
11,11.129,11.129,Education Theory & Practice I,U,[11.124]
11,11.137,11.137,Financing Economic Development,U,
11,11.139,11.139,The City in Film,U,
11,11.14,11.14,Urbanization and Development,U,
11,11.142,11.142,Geography Global Economy,U,
11,11.144,11.144,Proj Appraisal: Dev Countries,U,Permission of instructor
11,11.145,11.145,Intrnat Housing Econ & Finance,U,14.01
11,11.146,11.146,Urbanizing China,U,
11,11.147,11.147,PublicSector:Budgeting/Finance,U,Permission of instructor
11,11.148,11.148,Environmental Policy,U,
11,11.15,21H.220,History of New York City,U,
11,11.151,STS.080,Youth Political Participation,U,
11,11.152,21H.385,Ghetto: From Venice to Harlem,U,
11,11.153,21H.351,Shanghai 1840 to Present,U,
11,11.156,11.156,Healthy Cities,U,
11,11.158,11.158,Transportation Behavior/Policy,U,
11,11.159,11.159,Entrepreneurial Negotiation,U,
11,11.161,15.031,"Enrgy Decisns, Mkts & Policies",U,"14.01, 15.0111, or permission of instructor"
11,11.162,11.162,Energy & Environment Politics,U,
11,11.164,11.164,Human Rights: Home & Abroad,U,Permission of instructor
11,11.165,11.165,Urban Energy Systems & Policy,U,14.01 or permission of instructor
11,11.166,11.166,Law Social Mvmnts & Public Pol,U,Permission of instructor
11,11.167,15.2191,Global Enrgy Pol Mkts & Policy,U,
11,11.169,11.169,Climate Policy,U,
11,11.188,11.188,Urban Planning & Soc Sci Lab,U,
11,11.189,11.189,Urban Fieldwork,U,Permission of instructor
11,11.19,11.19,Urban Fieldwork,U,
11,11.191,11.191,Independent Study,U,
11,11.192,11.192,Independent Study,U,
11,11.193,11.193,Supervised Readings,U,
11,11.194,11.194,Supervised Readings,U,
11,11.201,11.201,Gateway: Planning Action,G,
11,11.202,11.202,Planning Economics,G,11.203
11,11.203,11.203,Microeconomics,G,
11,11.205,11.205,Intro to Spatial Analysis,G,
11,11.206,11.006,Poverty and Economic Security,G,
11,11.22,11.22,Quant Reasoning & Stat Meth I,G,Permission of instructor
11,11.225,11.225,Argument & Writ: Adv Students,G,
11,11.229,11.229,Advanced Writing Seminar,G,
11,11.233,11.233,Research Design,G,Permission of instructor
11,11.234,11.234,Qualit Meth:Designrs & Plannrs,G,
11,11.236,11.236,Partcptry Action Res: Theory,G,
11,11.237,11.237,Partcptry Action Res: Practice,G,11.236 or permission of instructor
11,11.238,11.238,Ethics of Intervention,G,Permission of instructor
11,11.239,11.139,The City in Film,G,Permission of instructor
11,11.245,11.245,DesignX Entrepreneurship,G,Permission of instructor
11,11.246,11.246,DesignX Accelerator,G,Permission of instructor
11,11.25,11.25,Transportation Research Design,G,Permission of Instructor
11,11.252,11.127,Computer Games,G,
11,11.255,11.255,Neg & Dispute Res: Pub Sector,G,
11,11.259,11.159,Entrepreneurial Negotiation,G,
11,11.26,11.26,Sustainable Development,G,
11,11.267,15.219,Global Enrgy Pol Mkts & Policy,G,
11,11.269,11.169,Climate Policy,G,
11,11.301,11.301,Intro Urban Design & Devel,G,Permission of instructor
11,11.302,11.302,Urban Design Politics,G,Permission of instructor
11,11.303,11.303,RE Dev Studio: Urban Projects,G,Permission of instructor
11,11.304,11.304,Site & Environ System Planning,G,Permission of instructor
11,11.307,11.307,Beijing Design Studio,G,Permission of instructor
11,11.308,11.308,Ecological Urbanism Seminar,G,Permission of instructor
11,11.309,11.309,Photography as Inquiry,G,
11,11.312,11.312,Engage Commnty: Models& Methds,G,
11,11.313,11.313,Adv Research Landscape/Urban,G,Permission of Instructor
11,11.314,4.214,"Water, Landscape & Urban Dsgn",G,Permission of instructor
11,11.315,4.217,Disaster Resilient Design,G,
11,11.316,4.216,Landscp & Urb Heritage Conserv,G,Permission of instructor
11,11.318,11.318,Senseable Cities,G,Permission of instructor
11,11.32,11.32,Digital City Design Workshop,G,Permission of instructor
11,11.328,11.328,Urban Design Skills,G,
11,11.33,4.251,The Making of Cities,G,"4.252, 11.001, or permission of instructor"
11,11.332,4.163,Urban Design Studio,G,4.162 or permission of instructor
11,11.333,11.333,Urban Design Seminar,G,
11,11.334,11.334,Adv Sem: Landscape + Urbanism,G,Permission of instructor
11,11.337,11.337,Urban Design Ideals & Action,G,
11,11.338,11.338,Urban Design Studio,G,11.328
11,11.339,21H.321,Downtown,G,
11,11.344,11.344,Innovative Project Delivery,G,Permission of instructor
11,11.345,11.345,Entrprnrshp in Constr & RE Dev,G,Permission of instructor
11,11.351,11.351,Real Estate Ventures I,G,
11,11.352,11.352,Real Estate Ventures II,G,
11,11.353,15.429,Securitization of Mortgages,G,"15.426, 15.401, or permission of instructor"
11,11.354,11.354,Real Estate Products Dev,G,
11,11.355,11.355,Intrnat Housing Econ & Finance,G,"11.202, 11.203, 14.01 or permission of instructor"
11,11.356,11.156,Healthy Cities,G,
11,11.36,11.36,Community Growth & Land Use Pl,G,Permission of Instructor
11,11.364,11.364,Internatl Envronmentl Treaties,G,"11.601, 11.255, or permission of instructor"
11,11.367,11.367,The Law & Politics of Land Use,G,Permission of instructor
11,11.368,11.148,Environmental Justice,G,Permission of instructor
11,11.371,22.081,Sustainable Energy,G,Permission of instructor
11,11.373,12.385,Sci Politics and Envi Policy,G,Permission of instructor
11,11.376,11.376,Urban Sustainability in Action,G,Permission of instructor
11,11.377,11.377,Food Systems & Environment,G,Permission of instructor
11,11.378,4.625,"Water Planning, Policy & Desgn",G,Permission of instructor
11,11.38,11.38,Urban Climate Adaptation,G,Permission of instructor
11,11.381,11.381,Infrastructure Systems,G,14.01; 11.202 or 11.203; or by permission of instructor
11,11.382,11.382,Water Diplomacy,G,Permission of instructor
11,11.383,15.662,Managing Sustainable Busnesses,G,
11,11.384,11.384,Malaysia Fieldwork Preparation,G,Permission of instructor
11,11.385,11.385,Malaysia Fieldwork,G,11.384
11,11.386,11.386,Malaysia Practicum,G,11.385
11,11.387,11.387,Environmental Finance,G,Permission of Instructor
11,11.401,11.401,Intro: Housing & Community Dev,G,
11,11.402,11.402,Urban Politics,G,
11,11.403,11.403,China Real Estate Seminar,G,Permission of instructor
11,11.404,11.404,US Housing Policy & Planning,G,
11,11.405,11.405,Political Economy & Society,G,Permission of Instructor
11,11.406,11.406,Planning History & Theory,G,
11,11.407,11.407,Econ Dev Tools & Techniques,G,Permission of instructor
11,11.427,15.677,Urban Labor Mrkts & Emp Policy,G,Permission of instructor
11,11.43,15.941,Leadershp in Real Estate,G,
11,11.431,11.431,Real Est Finance & Investment,G,Permission of instructor
11,11.432,11.432,Real Estate Capital Markets,G,11.431; 15.402 or 15.414
11,11.433,11.433,Real Estate Economics,G,"14.01, 15.010, or 15.011"
11,11.434,11.434,RE Dev: Tools for Analysis,G,
11,11.435,11.435,Mixed Income Housing Dev,G,
11,11.436,11.436,Housing Studio: Sustainability,G,"11.401, 11.301, or 11.601"
11,11.437,11.137,Financing Economic Development,G,
11,11.438,11.438,Economic Development Planning,G,"11.203, 11.220, and permission of instructor"
11,11.439,11.439,Revitalizng Urban Main Streets,G,"11.301, 11.328, or 11.401; permission of instructor"
11,11.444,4.232,New Global Practitioner,G,Permission of instructor
11,11.45,11.45,Real Estate Bldg Systems,G,
11,11.455,11.455,Finance Real Estate Markets,G,
11,11.457,11.457,More than Data,G,
11,11.458,11.458,Crowd Sourced City,G,
11,11.461,STS.463,Technocracy,G,
11,11.463,4.236,Low-Inc Housing: Dev Countries,G,Permission of instructor
11,11.466,IDS.437,"Tech, Glblztn, & Sustain Dev",G,Permission of instructor
11,11.468,4.231,SIGUS Workshop,G,Permission of instructor
11,11.469,11.469,Urban Sociology,G,Permission of instructor
11,11.47,11.47,Politics of Development,G,Permission of instructor
11,11.472,EC.701,D-Lab: Development,G,
11,11.474,EC.715,D-Lab:Disseminating Innovation,G,
11,11.475,11.475,Power&Politics: H2O Planning,G,Open to undergraduates with permission of instructor
11,11.476,11.146,Urbanizing China,G,Permission of instructor
11,11.477,11.165,Energy & Infrastructure Tech,G,"11.203, 14.01, or permission of instructor"
11,11.478,11.158,Transportation Behavior/Policy,G,Permission of instructor
11,11.479,1.851,"Water, Sanitation, Hygiene",G,
11,11.48,11.14,Urbanization and Development,G,
11,11.481,11.481,Analyzing Regional Econ Change,G,"14.03, 14.04"
11,11.482,11.482,Reg Socioecon Impact Analyses,G,11.481J or permission of instructor
11,11.483,11.483,Housing & Land Use-Urban Reg,G,Permission of instructor
11,11.484,11.144,Proj Appraisal: Dev Countries,G,Permission of instructor
11,11.487,11.147,PublicSector:Budgeting/Finance,G,
11,11.488,11.488,Conflict Cities,G,Permission of Instructor
11,11.49,11.49,Law and Development,G,Permission of instructor
11,11.491,11.491,Econ. Develop./Policy Analysis,G,11.701
11,11.493,11.493,Propty & Land Use Law,G,
11,11.495,11.495,Governance& Law: Dev Countries,G,Permission of instructor
11,11.496,11.166,Law Social Mvmnts & Public Pol,G,Permission of instructor
