Id,Label,timeset,d3,d2,d1,d0,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1.00,1.00,,Eng Computation & Data Science,13.25,true,1,1,12,13,2,0.772727,0.852941,16.5
1.000,1.000,,Comp Programming for Eng Apps,5.75,true,1,1,5,6,2,0.692308,0.777778,10
1.007,1.007,,Big Engineering,0,true,1,0,0,0,0,0,0,0
1.010,1.010,,Uncertainty in Engineering,5.666667,true,1,1,7,8,2,0.705882,0.791667,20.5
1.011,1.011,,Project Evaluation & Managemnt,2.833333,true,1,0,2,2,2,0.583333,0.642857,0
1.013,1.013,,Civil Engr Design Project,0,true,1,1,0,1,0,0,0,0
2.017,2.017,,Design Electromech Robotic Sys,4.333333,true,2,6,1,7,3,0.5,0.533333,33.833333
2.00C,2.00C,,Design for Envir Issues,0,true,2,0,0,0,0,0,0,0
1.018A,1.018A,,Fundamentals of Ecology I,2.666667,true,1,0,2,2,2,0.666667,0.75,0
1.018B,1.018B,,Fundamentals of Ecology II,1,true,1,1,1,2,1,1,1,1
1.020,1.020,,Engineering Sustainability,1,true,1,4,1,5,1,1,1,5.333333
3.021,3.021,,Intro to Modeling & Simulation,0,true,3,3,0,3,0,0,0,0
1.022,1.022,,Introduction to Network Models,0,true,1,5,0,5,0,0,0,0
1.032,1.032,,Advanced Soil Mechanics,4.5,true,1,3,5,8,1,1,1,45
1.035,1.035,,Multiscale Character of Mats,3.416667,true,1,2,3,5,3,0.45,0.574074,17
1.036,1.036,,Structural Mechanics & Design,1.833333,true,1,2,1,3,2,0.545455,0.583333,24
1.037,1.037,,Soil Mech and Geotech Design,0,true,1,0,0,0,0,0,0,0
1.041,1.041,,Transportation Systms Modeling,0,true,1,3,0,3,0,0,0,0
4.42,4.42,,Fund of Energy in Buildings,0,true,4,2,0,2,0,0,0,0
1.050,1.050,,Solid Mechanics,5.875,true,1,2,5,7,3,0.5,0.628205,22.5
2.003,2.003,,Dynamics and Control I,36.203704,true,2,3,17,20,3,0.487805,0.586111,92.907937
1.054,1.054,,Mech & Dsgn:Concrete Strctures,0,true,1,1,0,1,0,0,0,0
4.440,4.440,,Building Structural Systems I,1.5,true,4,1,2,3,1,1,1,4
1.057,1.057,,Heritage Science and Technolog,0,true,1,1,0,1,0,0,0,0
1.058,1.058,,Structural Dynamics,0,true,1,2,0,2,0,0,0,0
1.060A,1.060A,,Fluid Mechanics I,20.666667,true,1,2,4,6,5,0.380282,0.461111,58.25
1.060B,1.060B,,Fluid Mechanics II,12.333333,true,1,1,5,6,4,0.5,0.597222,46.25
1.061,1.061,,Transport Processes in Envir,4.333333,true,1,1,4,5,2,0.833333,0.9,26
1.061A,1.061A,,Transport Processes I,3.333333,true,1,1,2,3,3,0.5,0.611111,6
18.354,18.354,,Nonlinr Dynamics:Continuum Sys,4,true,18,3,3,6,1,1,1,11.8
1.064,1.064,,Physical Limnology,0,true,1,1,0,1,0,0,0,0
1.068,1.068,,Nonlinear Dynamics Turbulence,0,true,1,1,0,1,0,0,0,0
1.070A,1.070A,,Intro: Hydro & Water Resources,3,true,1,2,1,3,2,0.6,0.666667,16
1.070B,1.070B,,Intro to Hydrology Modeling,2,true,1,1,2,3,1,1,1,12
1.071,1.071,,Global Change Science,0,true,1,1,0,1,0,0,0,0
1.072,1.072,,Groundwater Hydrology,0.333333,true,1,1,1,2,1,1,1,3
1.073,1.073,,Into. Env. Data Anlysis,0,true,1,1,0,1,0,0,0,0
1.074,1.074,,Multivariate Data Analysis,0,true,1,1,0,1,0,0,0,0
1.075,1.075,,Water Resource Systems,0,true,1,2,0,2,0,0,0,0
1.78,1.78,,Intro to Soil Science,0,true,1,0,0,0,0,0,0,0
1.079,1.079,,Visual of Flow: Pourous Media,0,true,1,7,0,7,0,0,0,0
1.080A,1.080A,,Environmental Chemistry I,1.666667,true,1,1,2,3,2,0.75,0.833333,2
1.080B,1.080B,,Environmental Chemistry II,0,true,1,1,0,1,0,0,0,0
20.104,20.104,,Envir Cncr Rsk Prvntn Therapy,0,true,20,3,0,3,0,0,0,0
10.01,10.01,,Ethics for Engineers,0.333333,true,10,0,1,1,1,1,1,0
20.106,20.106,,Systems Microbiology,0,true,20,2,0,2,0,0,0,0
1.085,1.085,,Air Pollution,0,true,1,1,0,1,0,0,0,0
1.087,1.087,,Fund of Network & Comm Ecology,0,true,1,1,0,1,0,0,0,0
1.089,1.089,,Environmental Microbiology,0,true,1,1,0,1,0,0,0,0
1.089A,1.089A,,Env Microbiology I,0,true,1,2,0,2,0,0,0,0
1.091,1.091,,Traveling Research Environment,1,true,1,1,1,2,1,1,1,1
1.092,1.092,,Traveling Rsch Envir Exper,0,true,1,1,0,1,0,0,0,0
1.097,1.097,,Intro to CEE Research,0,true,1,0,0,0,0,0,0,0
1.101,1.101,,Civil & Envir Engr Design I,0,true,1,0,0,0,0,0,0,0
1.102,1.102,,Civil & Envir Engr Design II,0,true,1,2,0,2,0,0,0,0
1.106,1.106,,Env Fluid Trnsp Proc & Hyd Lab,0.333333,true,1,1,1,2,1,1,1,2
1.107,1.107,,Envir Chemistry & Biology Lab,0.333333,true,1,3,1,4,1,1,1,2
1.124,1.124,,Software &Computation Simulatn,1,false,1,2,1,3,1,1,1,0
1.125,1.125,,Arch & Eng Software Sys,0,false,1,3,0,3,0,0,0,0
MAS.622,MAS.622,,Pattern Recognition & Analysis,0,false,MAS,1,0,1,0,0,0,0
2.089,2.089,,Computational Geometry,0,false,2,1,0,1,0,0,0,0
2.062,2.062,,Wave Propagation,0,false,2,2,0,2,0,0,0,0
15.094,15.094,,"Robust Modeling, Optmzn & Comp",0,false,15,2,0,2,0,0,0,0
IDS.332,IDS.332,,Engr Sys Analysis for Design,0,false,IDS,1,0,1,0,0,0,0
1.151,1.151,,Probability & Stats in Eng,0.5,false,1,1,1,2,1,1,1,1
1.153,1.153,,Transportation Policy,0,true,1,1,0,1,0,0,0,0
1.200,1.200,,Transport  Systems Analysis,0,false,1,2,0,2,0,0,0,0
1.201,1.201,,Transport Syst: Demand & Econ,3,false,1,1,2,3,2,0.75,0.833333,0
1.202,1.202,,Demand Modeling,1,false,1,2,1,3,1,1,1,1
15.073,15.073,,Applied Prob & Stochastic Mdls,0,false,15,1,0,1,0,0,0,0
1.204,1.204,,Computer Modeling,0,false,1,3,0,3,0,0,0,0
1.205,1.205,,Advanced Demand Modeling,0,false,1,2,0,2,0,0,0,0
1.207,1.207,,Computer Algorithms,0,false,1,2,0,2,0,0,0,0
1.208,1.208,,Resil. Infrastructure  Control,0,false,1,3,0,3,0,0,0,0
1.231,1.231,,Planning & Design:Airport Sys,0,false,1,1,0,1,0,0,0,0
16.71,16.71,,Airline Industry,2,false,16,0,2,2,1,1,1,0
16.763,16.763,,Air  Trans Operations Research,0,false,16,4,0,4,0,0,0,0
16.75,16.75,,Airline Management,0,false,16,1,0,1,0,0,0,0
11.526,11.526,,Comparative Land Use,0,false,11,1,0,1,0,0,0,0
1.252,1.252,,Urban Transportation Planning,0,false,1,1,0,1,0,0,0,0
1.254,1.254,,Transport Modeling Course,0,false,1,1,0,1,0,0,0,0
1.258,1.258,,Public Transportation Systems,0,false,1,2,0,2,0,0,0,0
SCM.260,SCM.260,,Logistics Systems,8,false,SCM,1,6,7,2,0.8,0.875,2
SCM.261,SCM.261,,Logistics & Supply Chain Mgmt,2,false,SCM,1,1,2,2,0.666667,0.75,0
SCM.265,SCM.265,,Global Supply Chain Mgmt,1,false,SCM,5,1,6,1,1,1,10
1.27,1.27,,Studies in Transportion,0,false,1,1,0,1,0,0,0,0
15.764,15.764,,Theory of Operations Mgmt,0,false,15,3,0,3,0,0,0,0
15.762,15.762,,Supply Chain Planning,0,false,15,2,0,2,0,0,0,0
15.763,15.763,,Mfg Sys & Supply Chain Design,0,false,15,3,0,3,0,0,0,0
IDS.305,IDS.305,,Business& Operations Analytics,0,false,IDS,1,0,1,0,0,0,0
11.481,11.481,,Analyzing Regional Econ Change,1,false,11,2,1,3,1,1,1,5
11.482,11.482,,Reg Socioecon Impact Analyses,0,false,11,2,0,2,0,0,0,0
11.165,11.165,,Energy & Infrastructure Tech,0,false,11,3,0,3,0,0,0,0
1.322,1.322,,Soil Behavior,0,false,1,1,0,1,0,0,0,0
1.331,1.331,,Advanced Soil Dynamics,0,false,1,1,0,1,0,0,0,0
1.351,1.351,,Theoretical Soil Mechanics,0,false,1,1,0,1,0,0,0,0
1.364,1.364,,Adv Geotechnical Engineering,0,false,1,1,0,1,0,0,0,0
1.37,1.37,,Geotech Msrmt & Exploration,0,false,1,1,0,1,0,0,0,0
1.38,1.38,,Engineering Geology,1.5,false,1,1,2,3,1,1,1,1
1.381,1.381,,Rock Mechanics,0,false,1,2,0,2,0,0,0,0
1.383,1.383,,Underground Construction,0,false,1,3,0,3,0,0,0,0
1.39,1.39,,Ind Study in Geotechnical Engr,0,false,1,1,0,1,0,0,0,0
11.345,11.345,,Entrprnrshp in Constr & RE Dev,0,false,11,1,0,1,0,0,0,0
11.344,11.344,,Innovative Project Delivery,0,false,11,1,0,1,0,0,0,0
1.545,1.545,,Atomstic Mod& Sim: Mat& Struct,0,false,1,1,0,1,0,0,0,0
1.562,1.562,,Structural Des Proj I,0,false,1,0,0,0,0,0,0,0
1.563,1.563,,Structural Design Proj II,0,false,1,0,0,0,0,0,0,0
1.57,1.57,,Mechanics of Materials,0.5,false,1,2,1,3,1,1,1,0
1.570,1.570,,Micromech & Durability: Solids,0,false,1,3,0,3,0,0,0,0
1.571,1.571,,Modeling and Analysis of Struc,0,false,1,1,0,1,0,0,0,0
1.572,1.572,,Structural Systems,0,false,1,1,0,1,0,0,0,0
2.080,2.080,,Structural Mechanics,1.875,false,2,1,1,2,5,0.333333,0.456667,3
4.450,4.450,,Comp Struct Des & Optimization,0,false,4,1,0,1,0,0,0,0
1.582,1.582,,Steel Structures,0,false,1,1,0,1,0,0,0,0
1.589,1.589,,Stud: Structural Design & Anal,0,false,1,1,0,1,0,0,0,0
2.26,2.26,,Advanced Fluid Dynamics,0,false,2,3,0,3,0,0,0,0
1.631,1.631,,Fluid Dynamics and Disease,0,false,1,0,0,0,0,0,0,0
1.66,1.66,,Water Resources & Envir Engr,0,false,1,1,0,1,0,0,0,0
1.67,1.67,,Sediment Trsprt & Coastal Proc,0,false,1,1,0,1,0,0,0,0
2.034,2.034,,Nonlinear Dynamics,0,false,2,1,0,1,0,0,0,0
1.69,1.69,,Intro to Coastal Engineering,0,false,1,1,0,1,0,0,0,0
2.24,2.24,,Ocean Waves & Energy Systems,0,false,2,2,0,2,0,0,0,0
2.689,2.689,,Projects in Ocean Engr,0,false,2,1,0,1,0,0,0,0
1.714,1.714,,Surface Hydrology,0,false,1,2,0,2,0,0,0,0
1.721,1.721,,Advanced Subsurface Hydrology,0,false,1,3,0,3,0,0,0,0
1.723,1.723,,Computational Methods,0,false,1,1,0,1,0,0,0,0
1.74,1.74,,"Land, Water, Food, and Climate",0,false,1,0,0,0,0,0,0,0
1.76,1.76,,Aquatic Chemistry,0,false,1,2,0,2,0,0,0,0
1.77,1.77,,Water Quality Control,0,false,1,1,0,1,0,0,0,0
IDS.060,IDS.060,,Environmental Law: Pollution,2,true,IDS,0,2,2,1,1,1,0
IDS.061,IDS.061,,"Regulatn of Chem, Rad, Biotech",0,true,IDS,2,0,2,0,0,0,0
IDS.437,IDS.437,,"Tech, Glblztn, & Sustain Dev",0,false,IDS,1,0,1,0,0,0,0
22.081,22.081,,Sustainable Energy,1.333333,false,22,1,2,3,1,1,1,0.5
1.83,1.83,,Environmental Organic Chem,0,false,1,2,0,2,0,0,0,0
1.84,1.84,,Atmospheric Chemistry,1,false,1,1,1,2,1,1,1,4
1.841,1.841,,Atmospheric Composition,0,false,1,1,0,1,0,0,0,0
12.338,12.338,,Aerosol Cloud Microphys & Chem,0,false,12,1,0,1,0,0,0,0
1.851,1.851,,"Water, Sanitation, Hygiene",0,false,1,0,0,0,0,0,0,0
7.492,7.492,,Meth& Problems in Microbiology,0.5,false,7,0,1,1,1,1,1,0
7.493,7.493,,Microbial Genetics and Evol,0.5,false,7,3,1,4,1,1,1,5
1.871,1.871,,Computational Ecology,0,false,1,0,0,0,0,0,0,0
1.899,1.899,,Career Reengring Prgrm Wkshps,0,false,1,1,0,1,0,0,0,0
5.95,5.95,,Teach College-Level Sci & Engr,0,false,5,0,0,0,0,0,0,0
1.968,1.968,,Grad Studies: Civil & Env Engr,0,false,1,1,0,1,0,0,0,0
1.982,1.982,,Research in Civil & Envir Engr,0,false,1,0,0,0,0,0,0,0
1.984,1.984,,Teaching in Civil & Envir Engr,0,false,1,1,0,1,0,0,0,0
1.999,1.999,,Ugrad Studies: Civil &Env Engr,0,true,1,0,0,0,0,0,0,0
2.EPE,2.EPE,,UPOP Engineer Practice Exp,0,true,2,2,0,2,0,0,0,0
2.EPW,2.EPW,,UPOP Engr Practice Wrkshp,1,true,2,0,1,1,1,1,1,0
1.S82,1.S82,,Spec Prob Envir Mcrobio & Chem,0,false,1,1,0,1,0,0,0,0
1.S977,1.S977,,Sp Grad Subj: Civ & Envir Engr,0,false,1,1,0,1,0,0,0,0
1.S978,1.S978,,Sp Grad Subj: Civ & Envir Engr,0,false,1,1,0,1,0,0,0,0
1.S979,1.S979,,Sp Grad Subj: Civ & Envir Engr,0,false,1,1,0,1,0,0,0,0
1.S980,1.S980,,Sp Grad Subj: Civ & Envir Engr,0,false,1,1,0,1,0,0,0,0
1.S981,1.S981,,Sp Grad Subj: Civ & Envir Engr,0,false,1,1,0,1,0,0,0,0
1.S982,1.S982,,Sp Grad Subj: Civ & Envir Engr,0,false,1,1,0,1,0,0,0,0
1.S991,1.S991,,Spec Subj: Civil & Envir Engr,0,true,1,1,0,1,0,0,0,0
1.S992,1.S992,,Spec Subj: Civil & Envir Engr,0,true,1,1,0,1,0,0,0,0
1.S993,1.S993,,Spec Subj: Civil & Envir Engr,0,true,1,1,0,1,0,0,0,0
1.THG,1.THG,,Thesis,0,false,1,1,0,1,0,0,0,0
1.THU,1.THU,,Thesis,0,true,1,1,0,1,0,0,0,0
1.UR,1.UR,,Undergraduate Research,0,true,1,0,0,0,0,0,0,0
1.URG,1.URG,,URG: Rsrch in Civil & Env Engr,0,true,1,0,0,0,0,0,0,0
2.00,2.00,,Introduction to Design,0,true,2,0,0,0,0,0,0,0
2.001,2.001,,Mechanics and Materials I,83.108796,true,2,3,15,18,5,0.433526,0.520444,174.266667
2.002,2.002,,Mechanics and Materials II,13.375,true,2,2,6,8,5,0.5,0.663095,58.333333
2.004,2.004,,Dynamics and Control II,13.333333,true,2,2,10,12,2,0.666667,0.75,52.366667
2.005,2.005,,Thermal-Fluids Engineering I,44.111111,true,2,6,18,24,4,0.470199,0.568075,470.703175
2.006,2.006,,Thermal-Fluids Engineering II,21.333333,true,2,3,12,15,4,0.571429,0.669271,249.202381
2.007,2.007,,Design and Manufacturing I,4.333333,true,2,3,1,4,3,0.5,0.533333,28.466667
2.008,2.008,,Design and Manufacturing II,7.666667,true,2,4,8,12,2,0.9,0.944444,132.359524
2.009,2.009,,Product Engineering Process,3,true,2,7,3,10,1,1,1,54.666667
2.00A,2.00A,,Fundamental Engineering Design,0,true,2,2,0,2,0,0,0,0
2.00B,2.00B,,Toy Product Design,1.5,true,2,0,3,3,2,0.666667,0.75,0
2.013,2.013,,Engineering Systems Design,0,true,2,8,0,8,0,0,0,0
2.014,2.014,,Engr Systems Development,0,true,2,8,0,8,0,0,0,0
2.016,2.016,,Hydrodynamics,7.861111,true,2,1,4,5,4,0.403846,0.492063,14.444444
2.019,2.019,,Design of Ocean Systems,0,true,2,4,0,4,0,0,0,0
2.02A,2.02A,,Engineering Materials,4.875,true,2,1,1,2,6,0.32,0.43125,11
2.032,2.032,,Dynamics,0,false,2,1,0,1,0,0,0,0
18.385,18.385,,Nonlinear Dynamics & Chaos,0,false,18,2,0,2,0,0,0,0
2.04A,2.04A,,Systems and Controls,6.833333,true,2,1,3,4,2,0.571429,0.625,10.5
2.05,2.05,,Thermodynamics,26,true,2,1,2,3,6,0.324841,0.368954,7.444444
12.006,12.006,,Nonlinear Dynamics: Chaos,1,true,12,3,1,4,1,1,1,2
2.051,2.051,,Introduction to Heat Transfer,23.666667,true,2,1,13,14,5,0.46729,0.570667,46.166667
2.06,2.06,,Fluid Dynamics,26.166667,true,2,1,9,10,4,0.539683,0.615196,74.333333
2.065,2.065,,Acoustics and Sensing,4,true,2,4,2,6,2,0.666667,0.75,35
2.071,2.071,,Mechanics of Solid Materials,3.875,false,2,2,3,5,5,0.411765,0.611905,28
2.072,2.072,,Mechanics of Continuous Media,0,false,2,1,0,1,0,0,0,0
2.073,2.073,,Inelastic Deformation,0,false,2,1,0,1,0,0,0,0
2.074,2.074,,Solid Mechanics: Elasticity,0,false,2,2,0,2,0,0,0,0
16.223,16.223,,Mech of Heterogeneous Mtrls,0,false,16,4,0,4,0,0,0,0
2.081,2.081,,Plates & Shells,0.875,false,2,3,1,4,4,0.4,0.520833,14.5
2.082,2.082,,Ship Structural Analysis & Des,0.75,false,2,2,1,3,3,0.5,0.611111,18
2.086,2.086,,Numerical Computation,18.305556,true,2,4,4,8,5,0.334783,0.383766,55.672222
2.087,2.087,,Engineering Math: ODEs,105.174769,true,2,2,10,12,6,0.344762,0.398066,76.63254
2.092,2.092,,Finite Element Analysis I,0,true,2,2,0,2,0,0,0,0
6.336,6.336,,Intro to Numerical Simulation,2,false,6,2,2,4,1,1,1,2.566667
16.920,16.920,,Num Methods for Part Diff Eq,2.5,false,16,2,3,5,1,1,1,8
2.098,2.098,,Finite Element Methods,0,false,2,2,0,2,0,0,0,0
16.225,16.225,,Computatnl Mech of Materials,0,false,16,1,0,1,0,0,0,0
2.110,2.110,,"Info, Entropy, & Computation",0,true,2,1,0,1,0,0,0,0
18.435,18.435,,Quantum Computation,1.333333,false,18,1,2,3,1,1,1,2
2.12,2.12,,Introduction to Robotics,1,true,2,2,1,3,1,1,1,2.75
2.122,2.122,,Stochastic Systems,0,false,2,2,0,2,0,0,0,0
2.131,2.131,,Adv Instrumentation & Msrmt,0,false,2,1,0,1,0,0,0,0
2.14,2.14,,Analysis & Design Fdbk Ctrl,1.5,true,2,1,2,3,1,1,1,2.916667
2.141,2.141,,Modeling Dynamic Systems,0,false,2,1,0,1,0,0,0,0
2.151,2.151,,Adv System Dynamics & Control,6,false,2,4,5,9,2,0.857143,0.916667,47.052381
2.152,2.152,,Nonlinear Control,0,false,2,4,0,4,0,0,0,0
2.153,2.153,,Adaptive Control,0,false,2,1,0,1,0,0,0,0
2.154,2.154,,Maneuver & Control of Vehicles,0,false,2,1,0,1,0,0,0,0
2.160,2.160,,"Identification, Estim, & Learn",0,false,2,1,0,1,0,0,0,0
2.165,2.165,,Robotics,1,false,2,2,1,3,1,1,1,3.035714
2.166,2.166,,Autonomous Vehicles,0,false,2,2,0,2,0,0,0,0
2.167,2.167,,Hands-On Marine Robotics,0,true,2,0,0,0,0,0,0,0
2.171,2.171,,Digital Control Systems,0,false,2,3,0,3,0,0,0,0
2.180,2.180,,Biomolecular Feedback Systems,0,false,2,3,0,3,0,0,0,0
2.184,2.184,,Neural Control of Movement,0,false,2,2,0,2,0,0,0,0
2.20,2.20,,Marine Hydrodynamics,4.25,false,2,4,5,9,3,0.666667,0.791667,105.75
2.22,2.22,,Des Principles: Ocean Vehicles,1,false,2,1,1,2,1,1,1,21
2.23,2.23,,Hydrofoils and Propellers,0,false,2,2,0,2,0,0,0,0
2.25,2.25,,Fluid Mechanics,9.5,false,2,4,10,14,1,1,1,139.966667
2.28,2.28,,Fund & Applic of Combustion,0,false,2,3,0,3,0,0,0,0
2.29,2.29,,Numerical Fluid Mechanics,0,false,2,6,0,6,0,0,0,0
2.341,2.341,,Macromolecular Hydrodynamics,0,false,2,3,0,3,0,0,0,0
2.370,2.370,,Fundamentals Nanoengineering,0.333333,false,2,1,1,2,1,1,1,1
6.717,6.717,,Design and Fabrication of MEMS,0.5,false,6,4,1,5,1,1,1,6.5
6.781,6.781,,Nanostructure Fabrication,0,false,6,4,0,4,0,0,0,0
2.42,2.42,,General Thermodynamics,0,false,2,1,0,1,0,0,0,0
2.500,2.500,,Desalination Water Purify,0,false,2,6,0,6,0,0,0,0
2.51,2.51,,Intermed Heat & Mass Transfer,3,true,2,4,4,8,1,1,1,60
2.52,2.52,,Modeling & Approx Thermal Proc,0,false,2,1,0,1,0,0,0,0
2.55,2.55,,Advanced Heat & Mass Transfer,0,false,2,1,0,1,0,0,0,0
2.570,2.570,,Nano-Macro Transport Process,0,false,2,3,0,3,0,0,0,0
22.313,22.313,,Therm Hydraulics:Power Tech,0,false,22,4,0,4,0,0,0,0
2.60,2.60,,Fund of Adv Energy Conversion,0,true,2,4,0,4,0,0,0,0
2.603,2.603,,Smart & Resilient Grids,0,true,2,1,0,1,0,0,0,0
2.61,2.61,,Internal Combustion Engines,0,false,2,1,0,1,0,0,0,0
2.612,2.612,,Marine Power and Propulsion,0.75,false,2,1,1,2,3,0.5,0.611111,28.75
2.625,2.625,,Electrochem Energy Storage,0,false,2,7,0,7,0,0,0,0
2.627,2.627,,Fundamentals of Photovoltaics,0,false,2,1,0,1,0,0,0,0
2.64,2.64,,Superconducting Magnets,0,false,2,2,0,2,0,0,0,0
EC.711,EC.711,,D-Lab: Energy,0,true,EC,0,0,0,0,0,0,0
2.670,2.670,,Mechanical Engineering Tools,4.277778,true,2,0,5,5,3,0.459459,0.568627,0
2.671,2.671,,Measurement & Instrumentation,2.962963,true,2,4,4,8,4,0.419355,0.544872,21.933333
20.309,20.309,,Instr & Msrmt for Biol Systems,2.375,true,20,5,3,8,2,0.8,0.875,13.333333
2.674,2.674,,Intro Micro/Nano Engineering,0,true,2,2,0,2,0,0,0,0
2.676,2.676,,Micro/Nano Engineering Lab,0,false,2,3,0,3,0,0,0,0
2.678,2.678,,Electronics for Mech Systems,1.5,true,2,1,3,4,2,0.666667,0.75,3.5
2.680,2.680,,Marine Vehicle Autonomy,0,false,2,1,0,1,0,0,0,0
2.681,2.681,,Environmental Ocean Acoustics,2,false,2,3,2,5,1,1,1,28
2.682,2.682,,Acoustical Oceanography,0,false,2,1,0,1,0,0,0,0
2.683,2.683,,Marine Bio- and Geoacoustics,0,false,2,1,0,1,0,0,0,0
2.684,2.684,,Wave Scattering,0,false,2,0,0,0,0,0,0,0
2.687,2.687,,Time Series Anal & Sys Ident,0.5,false,2,2,1,3,1,1,1,0
2.688,2.688,,Princ of Ocean Instrument Sys,0,false,2,2,0,2,0,0,0,0
2.690,2.690,,Corrosion Marine Engineering,0,false,2,2,0,2,0,0,0,0
2.70,2.70,,Precision Product Design,0,true,2,1,0,1,0,0,0,0
2.700,2.700,,Princ of Naval Architecture,2.625,true,2,1,2,3,4,0.454545,0.616667,22
2.702,2.702,,Sys Engr & Naval Ship Design,0.75,false,2,1,1,2,3,0.5,0.611111,4.5
2.703,2.703,,Principles: Naval Ship Design,2,false,2,4,1,5,2,0.666667,0.75,62
2.704,2.704,,Naval Ship Conversion Design,1,false,2,1,1,2,1,1,1,32
2.705,2.705,,New Naval Ship Design,0,false,2,1,0,1,0,0,0,0
2.707,2.707,,Submarine Structural Acoustics,0,false,2,1,0,1,0,0,0,0
2.708,2.708,,Traditional Naval Architecture,0,false,2,0,0,0,0,0,0,0
2.71,2.71,,Optics,3,true,2,5,3,8,1,1,1,21.166667
2.715,2.715,,Biomedical Microscopy,0,false,2,1,0,1,0,0,0,0
2.717,2.717,,Optical Engineering,0,false,2,2,0,2,0,0,0,0
2.718,2.718,,Photonic Materials,0,true,2,4,0,4,0,0,0,0
2.72,2.72,,Elements of Mechanical Design,0,true,2,4,0,4,0,0,0,0
EC.720,EC.720,,D-Lab: Design,0,true,EC,2,0,2,0,0,0,0
6.902,6.902,,Engr Innovation and Design,0,true,6,0,0,0,0,0,0,0
EC.729,EC.729,,D-Lab: Design for Scale,0,true,EC,1,0,1,0,0,0,0
2.737,2.737,,Mechatronics,0,false,2,4,0,4,0,0,0,0
15.783,15.783,,Product Design and Development,0,false,15,5,0,5,0,0,0,0
2.74,2.74,,Bio-inspired Robotics,0,true,2,2,0,2,0,0,0,0
2.744,2.744,,Product Design,0,false,2,1,0,1,0,0,0,0
2.750,2.750,,Medical Device Design,1,false,2,6,1,7,1,1,1,16.333333
2.752,2.752,,Developing Mechanical Products,0,true,2,3,0,3,0,0,0,0
2.760,2.760,,Global Engineering,0,false,2,2,0,2,0,0,0,0
20.110,20.110,,Thermodyncs of Biomolec Sys,4.0375,true,20,3,7,10,3,0.666667,0.777778,25.366667
2.778,2.778,,Large & Complex Systems Design,0,false,2,1,0,1,0,0,0,0
6.811,6.811,,Princ and Pract of Assist Tech,0,true,6,1,0,1,0,0,0,0
2.782,2.782,,Design Med Devices & Implants,0,false,2,4,0,4,0,0,0,0
2.785,2.785,,Cell-Matrix Mechanics,0,false,2,4,0,4,0,0,0,0
2.79,2.79,,Biomaterials: Tissue Interact,0,false,2,4,0,4,0,0,0,0
6.021,6.021,,Cellular Neuro and Comp,2.125,true,6,8,2,10,2,0.666667,0.75,33.1
6.022,6.022,,Quant  Systems Physiology,0,true,6,3,0,3,0,0,0,0
20.330,20.330,,"Fields, Forces and Flows",1.25,true,20,5,2,7,1,1,1,31.083333
20.430,20.430,,"Fields,Forces,Flows: Biol Sys",0,false,20,1,0,1,0,0,0,0
20.310,20.310,,"Molec, Cell, & Tissue Biomechs",0,true,20,5,0,5,0,0,0,0
20.410,20.410,,Molecular Cell Tissue Biomechs,0,false,20,6,0,6,0,0,0,0
2.799,2.799,,The Cell as a Machine,0,false,2,3,0,3,0,0,0,0
2.810,2.810,,Mfg Processes and Systems,0,false,2,3,0,3,0,0,0,0
2.813,2.813,,"Energy, Materials, & Mnfctrng",0,true,2,2,0,2,0,0,0,0
3.371,3.371,,Structural Materials,0,false,3,1,0,1,0,0,0,0
2.830,2.830,,Control of Manufacturing Proc,0,false,2,3,0,3,0,0,0,0
15.066,15.066,,Sys Optimization & Analys: Ops,0,false,15,1,0,1,0,0,0,0
2.852,2.852,,Manufacturing Systems Analysis,0,false,2,2,0,2,0,0,0,0
2.853,2.853,,Intro to Manufacturing Systems,0,true,2,1,0,1,0,0,0,0
2.888,2.888,,Global Mfg & Entrepreneurship,0,false,2,0,0,0,0,0,0,0
15.792,15.792,,Global Oper Ldrship Sem,0,false,15,0,0,0,0,0,0,0
15.373,15.373,,Venture Engineering,0,true,15,0,0,0,0,0,0,0
6.907,6.907,,Entrprnrshp in Engineering,0,true,6,0,0,0,0,0,0,0
10.407,10.407,,Funding Strategies for Startup,0,false,10,0,0,0,0,0,0,0
2.96,2.96,,Management in Engineering,0,true,2,0,0,0,0,0,0,0
2.961,2.961,,Management in Engineering,0,false,2,0,0,0,0,0,0,0
2.979,2.979,,Undergraduate Teaching,0,true,2,0,0,0,0,0,0,0
2.98,2.98,,Sports Tech: Eng & Innovation,0,false,2,0,0,0,0,0,0,0
2.981,2.981,,New England Coastal Ecology,0,true,2,0,0,0,0,0,0,0
2.99,2.99,,Topics in Mechanical Engr,0,true,2,1,0,1,0,0,0,0
2.990,2.990,,Practical Work Experience,0,true,2,0,0,0,0,0,0,0
2.993,2.993,,Independent Study,0,true,2,0,0,0,0,0,0,0
2.994,2.994,,Independent Study,0,true,2,0,0,0,0,0,0,0
2.995,2.995,,Advanced Topics in Mech Engr,0,false,2,1,0,1,0,0,0,0
2.996,2.996,,Advanced Topics in Mech Engr,0,false,2,1,0,1,0,0,0,0
2.997,2.997,,Advanced Topics in Mech Engr,0,false,2,1,0,1,0,0,0,0
2.998,2.998,,Advanced Topics in Mech Engr,0,false,2,1,0,1,0,0,0,0
