Id,Label,timeset,indegree,outdegree,Degree,modularity_class
6.058,6.058,,14,0,14,1
M,M,,0,1663,1663,2
CMS.611,CMS.611,,9,0,9,0
E,E,,0,1645,1645,2
6.061,6.061,,2,0,2,4
21G.S05,21G.S05,,0,0,0,0
21G.S06,21G.S06,,0,0,0,0
21W.015,21W.015,,0,0,0,0
6.070,6.070,,0,0,0,0
1,1,,0,720,720,0
21G.S07,21G.S07,,0,0,0,0
6.08,6.08,,8,0,8,1
I,I,,0,1685,1685,2
7.931,7.931,,8,0,8,2
21G.S08,21G.S08,,0,0,0,0
6,6,,0,292,292,0
P,P,,0,1646,1646,2
21G.THT,21G.THT,,8,0,8,2
21G.S04,21G.S04,,0,0,0,0
21G.THU,21G.THU,,6,0,6,1
R,R,,0,1683,1683,2
L,L,,0,53,53,1
21G.UR,21G.UR,,0,0,0,0
21W.016,21W.016,,0,0,0,0
6.101,6.101,,4,0,4,0
11.801,11.801,,2,1,3,3
2,2,,0,512,512,0
21G.URG,21G.URG,,0,0,0,0
O,O,,0,1637,1637,2
6.111,6.111,,6,0,6,0
6.1151,6.1151,,7,0,7,0
18.968,18.968,,6,0,6,0
21G.503,21G.503,,14,0,14,0
.,.,,0,919,919,0
S,S,,0,1660,1660,2
21G.504,21G.504,,15,0,15,0
21W.021,21W.021,,0,0,0,0
21G.505,21G.505,,15,0,15,0
21G.501,21G.501,,0,0,0,0
4.592,4.592,,8,0,8,2
3,3,,0,291,291,0
21G.506,21G.506,,14,0,14,0
20.345,20.345,,16,0,16,4
21G.027,21G.027,,15,0,15,0
4,4,,0,319,319,0
6.129,6.129,,2,0,2,4
21G.502,21G.502,,0,0,0,0
IDS.435,IDS.435,,0,0,0,0
6.1311,6.1311,,6,0,6,0
21G.064,21G.064,,15,0,15,0
0,0,,0,669,669,0
21A.410,21A.410,,0,0,0,0
8.223,8.223,,2,0,2,4
21G.065,21G.065,,15,0,15,0
6.146,6.146,,0,0,0,0
EC.110,EC.110,,0,0,0,0
N,N,,0,1634,1634,2
18.994,18.994,,6,0,6,0
21G.094,21G.094,,15,0,15,0
5,5,,0,288,288,0
21G.063,21G.063,,15,0,15,0
21G.601,21G.601,,0,0,0,0
8,8,,0,261,261,0
21G.597,21G.597,,0,0,0,0
14.64,14.64,,13,0,13,0
21G.611,21G.611,,0,0,0,0
21W.031,21W.031,,0,0,0,0
21G.612,21G.612,,13,1,14,3
21G.613,21G.613,,2,1,3,3
14.662,14.662,,2,0,2,3
4.540,4.540,,0,0,0,0
21G.614,21G.614,,2,0,2,3
21G.077,21G.077,,14,0,14,0
21G.700,21G.700,,8,0,8,2
21G.701,21G.701,,0,0,0,0
4.489,4.489,,8,0,8,2
21G.702,21G.702,,14,0,14,0
21G.703,21G.703,,14,0,14,0
21G.704,21G.704,,15,0,15,0
GIR:CAL2,GIR:CAL2,,0,47,47,4
21H.134,21H.134,,0,0,0,0
6.141,6.141,,14,0,14,1
6.148,6.148,,8,0,8,2
6.147,6.147,,0,0,0,0
6.149,6.149,,0,0,0,0
:,:,,0,65,65,1
6.151,6.151,,0,0,0,0
CMS.992,CMS.992,,13,0,13,2
6.163,6.163,,13,0,13,1
6.161,6.161,,4,0,4,0
6.169,6.169,,4,0,4,0
17.266,17.266,,8,1,9,2
6.170,6.170,,2,0,2,1
4.491,4.491,,8,0,8,2
16.322,16.322,,4,0,4,1
6.172,6.172,,3,0,3,1
6.176,6.176,,0,0,0,0
6.175,6.175,,4,0,4,0
14.74,14.74,,2,0,2,3
7,7,,0,179,179,0
6.177,6.177,,0,0,0,0
G,G,,0,136,136,1
6.178,6.178,,0,0,0,0
6.179,6.179,,0,0,0,0
6.182,6.182,,0,0,0,0
16.343,16.343,,8,0,8,2
11.402,11.402,,0,0,0,0
14.15,14.15,,7,0,7,0
6.231,6.231,,5,0,5,1
21G.708,21G.708,,8,1,9,3
PERMISSION,PERMISSION,,0,90,90,3
21G.710,21G.710,,0,0,0,0
1.022,1.022,,12,0,12,1
4.URG,4.URG,,0,0,0,0
3.URG,3.URG,,0,0,0,0
21G.709,21G.709,,9,0,9,3
16.346,16.346,,5,0,5,0
4.492,4.492,,8,0,8,2
21G.711,21G.711,,15,0,15,0
1.032,1.032,,3,0,3,4
21G.712,21G.712,,15,0,15,0
21G.715,21G.715,,15,0,15,0
15.081J,15.081J,,0,1,1,12
A,A,,0,78,78,1
21G.713,21G.713,,15,0,15,0
C,C,,0,67,67,1
GIR:PHY1,GIR:PHY1,,0,39,39,4
21G.714,21G.714,,0,0,0,0
21G.731,21G.731,,0,2,2,3
21L.637,21L.637,,0,0,0,0
21L.636,21L.636,,0,0,0,0
21G.735,21G.735,,0,2,2,3
21L.638,21L.638,,0,0,0,0
9,9,,0,96,96,0
24.THG,24.THG,,8,0,8,2
T,T,,0,25,25,1
21G.732,21G.732,,0,0,0,0
11.406,11.406,,0,0,0,0
H,H,,0,41,41,1
1.035,1.035,,2,1,3,4
21G.736,21G.736,,0,0,0,0
21L.639,21L.639,,0,0,0,0
6.117,6.117,,0,0,0,0
5.00,5.00,,0,0,0,0
11.407,11.407,,8,0,8,2
6.241,6.241,,2,0,2,4
4.493,4.493,,8,0,8,2
6.245,6.245,,6,0,6,0
6.249,6.249,,8,0,8,2
14.473,14.473,,4,0,4,0
6.248,6.248,,11,0,11,2
15.677,15.677,,8,0,8,2
6.251,6.251,,5,0,5,0
6.252,6.252,,4,0,4,1
6.254,6.254,,6,0,6,0
6.261,6.261,,8,0,8,2
6.260,6.260,,8,0,8,2
6.256,6.256,,5,0,5,0
1.037,1.037,,0,0,0,0
6.262,6.262,,9,1,10,0
15.070,15.070,,12,0,12,0
5.04,5.04,,4,3,7,4
6.263,6.263,,8,0,8,0
4.494,4.494,,8,0,8,2
3.54,3.54,,5,0,5,0
21G.782,21G.782,,14,0,14,0
3.53,3.53,,4,0,4,0
21G.793,21G.793,,14,0,14,0
21G.801,21G.801,,0,0,0,0
21G.795,21G.795,,15,0,15,0
SCM.262,SCM.262,,13,0,13,2
4.42,4.42,,2,0,2,4
21G.802,21G.802,,14,0,14,0
21G.803,21G.803,,14,0,14,0
17.100,17.100,,8,0,8,2
21G.804,21G.804,,15,0,15,0
3.57,3.57,,8,0,8,2
21G.820,21G.820,,15,0,15,0
21G.821,21G.821,,15,0,15,0
14.999,14.999,,5,0,5,0
10.37,10.37,,2,3,5,4
21G.880,21G.880,,15,0,15,0
21G.901,21G.901,,0,0,0,0
CC.801,CC.801,,5,0,5,1
SCM.266,SCM.266,,7,0,7,0
6.267,6.267,,7,0,7,0
6.268,6.268,,2,0,2,1
3.692,3.692,,8,0,8,2
6.302,6.302,,6,1,7,0
6.301,6.301,,5,0,5,0
6.332,6.332,,8,0,8,2
STS.419,STS.419,,8,0,8,2
6.333,6.333,,8,0,8,2
11.304,11.304,,8,0,8,2
SCM.267,SCM.267,,7,0,7,0
18.336,18.336,,17,0,17,0
11.906,11.906,,0,0,0,0
6.334,6.334,,5,0,5,0
18.335,18.335,,6,0,6,0
3.691,3.691,,8,0,8,2
18.337,18.337,,6,0,6,0
STANDING,STANDING,,0,2,2,5
6.344,6.344,,2,0,2,1
6.341,6.341,,4,1,5,0
6.347,6.347,,8,0,8,2
6.345,6.345,,2,0,2,1
6.348,6.348,,8,0,8,2
SCM.269,SCM.269,,0,0,0,0
21G.902,21G.902,,14,0,14,0
6.374,6.374,,2,0,2,1
3.693,3.693,,0,0,0,0
21G.903,21G.903,,14,0,14,0
9.301,9.301,,8,0,8,2
21G.138,21G.138,,0,0,0,0
6.375,6.375,,4,0,4,0
21G.911,21G.911,,0,0,0,0
1.061,1.061,,5,0,5,0
3.694,3.694,,0,0,0,0
21G.036,21G.036,,14,0,14,0
IDS.012,IDS.012,,18,0,18,1
21G.046,21G.046,,14,0,14,0
3.695,3.695,,0,0,0,0
6.434,6.434,,22,0,22,0
21G.030,21G.030,,14,0,14,0
SCM.272,SCM.272,,0,0,0,0
GIR:PHY2,GIR:PHY2,,0,33,33,4
3.696,3.696,,0,0,0,0
6.437,6.437,,8,1,9,0
SCM.283,SCM.283,,0,0,0,0
21G.217,21G.217,,0,0,0,0
21G.219,21G.219,,0,0,0,0
21G.301,21G.301,,0,0,0,0
B,B,,0,47,47,0
21G.222,21G.222,,0,0,0,0
21G.223,21G.223,,0,0,0,0
21A.442,21A.442,,0,0,0,0
21G.226,21G.226,,0,0,0,0
5.063,5.063,,5,0,5,0
21G.227,21G.227,,0,0,0,0
3.91,3.91,,8,0,8,2
21G.233,21G.233,,0,0,0,0
21G.302,21G.302,,14,0,14,0
4.501,4.501,,4,0,4,0
10.960,10.960,,0,0,0,0
14.472,14.472,,4,0,4,0
3.932,3.932,,8,0,8,2
4.594,4.594,,8,0,8,2
6.440,6.440,,2,0,2,1
3.930,3.930,,0,0,0,0
6.441,6.441,,6,0,6,0
6.442,6.442,,7,0,7,0
6.450,6.450,,4,0,4,0
8.371,8.371,,6,0,6,0
6.452,6.452,,5,0,5,0
6.453,6.453,,2,0,2,1
6.454,6.454,,8,0,8,2
6.456,6.456,,4,0,4,1
11.S938,11.S938,,0,0,0,0
6.503,6.503,,17,0,17,0
STS.429,STS.429,,8,0,8,2
21W.735,21W.735,,0,0,0,0
21G.307,21G.307,,13,0,13,3
11.909,11.909,,0,0,0,0
CMS.S62,CMS.S62,,8,0,8,2
21G.308,21G.308,,15,2,17,0
21G.310,21G.310,,15,2,17,0
4.502,4.502,,12,0,12,0
21G.311,21G.311,,15,2,17,0
21G.312,21G.312,,15,2,17,0
21G.315,21G.315,,15,2,17,0
21G.325,21G.325,,0,2,2,3
21G.320,21G.320,,15,2,17,0
21G.026,21G.026,,15,0,15,0
21G.344,21G.344,,0,0,0,0
21G.321,21G.321,,0,2,2,3
21A.500,21A.500,,0,0,0,0
21G.322,21G.322,,0,2,2,3
ES.S70,ES.S70,,0,0,0,0
21G.341,21G.341,,15,2,17,0
21G.346,21G.346,,0,2,2,3
21G.347,21G.347,,0,2,2,3
7.S399,7.S399,,8,0,8,2
21G.404,21G.404,,15,0,15,0
1.252,1.252,,8,0,8,2
STS.441,STS.441,,0,0,0,0
21G.406,21G.406,,10,0,10,3
12.805,12.805,,5,0,5,0
21W.745,21W.745,,8,0,8,2
21G.407,21G.407,,10,0,10,3
21G.412,21G.412,,14,2,16,0
12.961,12.961,,8,0,8,2
SCM.260,SCM.260,,8,0,8,2
6.630,6.630,,5,0,5,0
6.631,6.631,,7,0,7,0
6.632,6.632,,7,0,7,0
SCM.261,SCM.261,,8,0,8,2
6.634,6.634,,7,0,7,0
6.641,6.641,,5,0,5,0
8.292,8.292,,14,0,14,0
6.645,6.645,,8,0,8,2
6.644,6.644,,8,0,8,2
6.642,6.642,,12,0,12,0
6.685,6.685,,13,0,13,0
16.423,16.423,,13,0,13,0
IDS.064,IDS.064,,16,0,16,0
6.701,6.701,,4,0,4,0
7.S931,7.S931,,8,0,8,2
21G.414,21G.414,,6,2,8,0
21G.415,21G.415,,6,2,8,0
21G.416,21G.416,,6,2,8,0
21M.340,21M.340,,14,0,14,0
21G.417,21G.417,,14,2,16,0
21G.058,21G.058,,14,0,14,0
21G.420,21G.420,,14,2,16,0
21G.011,21G.011,,0,0,0,0
21G.019,21G.019,,0,0,0,0
21L.522,21L.522,,0,0,0,0
11.960,11.960,,0,0,0,0
18.385,18.385,,6,0,6,0
6.728,6.728,,2,2,4,4
6.731,6.731,,2,0,2,4
6.735,6.735,,8,0,8,2
Y,Y,,0,11,11,1
6.736,6.736,,8,0,8,2
6.732,6.732,,8,0,8,0
6.774,6.774,,5,0,5,0
6.776,6.776,,5,0,5,0
GIR:CAL1,GIR:CAL1,,0,16,16,4
17.509,17.509,,0,0,0,0
6.801,6.801,,12,0,12,0
6.802,6.802,,12,0,12,4
21G.040,21G.040,,0,0,0,0
21G.043,21G.043,,0,0,0,0
2.05,2.05,,4,1,5,0
11.524,11.524,,13,0,13,0
21G.049,21G.049,,0,0,0,0
21G.052,21G.052,,0,0,0,0
21G.053,21G.053,,0,0,0,0
15.015,15.015,,8,0,8,2
21H.241,21H.241,,0,0,0,0
21G.055,21G.055,,0,0,0,0
21G.057,21G.057,,0,0,0,0
15.013,15.013,,4,0,4,0
12.512,12.512,,4,0,4,0
21G.059,21G.059,,0,0,0,0
21M.341,21M.341,,15,0,15,0
21G.068,21G.068,,0,0,0,0
21G.070,21G.070,,0,0,0,0
6.805,6.805,,8,0,8,2
6.803,6.803,,13,0,13,0
9.66,9.66,,18,0,18,0
15.014,15.014,,5,0,5,0
21H.172,21H.172,,0,0,0,0
21H.244,21H.244,,0,0,0,0
6.806,6.806,,12,0,12,0
6.807,6.807,,13,0,13,0
21G.101,21G.101,,0,0,0,0
21M.385,21M.385,,10,0,10,4
21G.102,21G.102,,13,0,13,0
6.813,6.813,,13,0,13,0
6.814,6.814,,11,0,11,1
21G.104,21G.104,,14,0,14,0
6.815,6.815,,2,0,2,1
6.816,6.816,,3,0,3,0
21G.106,21G.106,,14,0,14,0
8.02,8.02,,2,0,2,4
6.819,6.819,,3,0,3,1
6.822,6.822,,2,0,2,1
21G.108,21G.108,,14,0,14,0
Q,Q,,0,7,7,0
12.981,12.981,,8,0,8,2
6.824,6.824,,2,0,2,1
11.963,11.963,,8,0,8,2
21G.045,21G.045,,0,0,0,0
6.431B,6.431B,,0,5,5,1
4.522,4.522,,13,0,13,0
GIR:BIOL,GIR:BIOL,,0,21,21,4
1.204,1.204,,10,0,10,1
6.828,6.828,,2,0,2,1
21G.120,21G.120,,15,0,15,0
D,D,,0,10,10,2
STS.URG,STS.URG,,0,0,0,0
6.832,6.832,,14,0,14,0
3.98,3.98,,0,0,0,0
21H.171,21H.171,,0,0,0,0
11.964,11.964,,8,0,8,2
16.412,16.412,,5,0,5,1
15.0251,15.0251,,5,0,5,0
21H.201,21H.201,,0,0,0,0
6.835,6.835,,14,0,14,0
STS.002,STS.002,,0,0,0,0
21H.211,21H.211,,0,0,0,0
6.837,6.837,,10,0,10,1
6.839,6.839,,15,0,15,0
6.838,6.838,,5,0,5,0
21H.227,21H.227,,0,0,0,0
21H.228,21H.228,,0,0,0,0
21H.229,21H.229,,0,0,0,0
21H.237,21H.237,,0,0,0,0
21H.239,21H.239,,0,0,0,0
21H.240,21H.240,,0,0,0,0
3.S02,3.S02,,8,0,8,2
21H.262,21H.262,,0,0,0,0
WGS.220,WGS.220,,0,0,0,0
21H.273,21H.273,,0,0,0,0
11.245,11.245,,8,0,8,2
6.842,6.842,,2,0,2,1
18.405,18.405,,5,0,5,0
11.985,11.985,,0,0,0,0
6.845,6.845,,3,0,3,1
11.483,11.483,,8,0,8,2
6.846,6.846,,12,0,12,0
6.849,6.849,,12,0,12,0
6.851,6.851,,4,0,4,0
6.850,6.850,,4,0,4,0
8.01,8.01,,0,0,0,0
6.852,6.852,,4,0,4,0
6.853,6.853,,4,0,4,0
3.998,3.998,,0,0,0,0
6.854,6.854,,4,0,4,1
6.856,6.856,,10,0,10,0
14.581,14.581,,4,0,4,0
6.857,6.857,,2,0,2,1
6.858,6.858,,2,0,2,1
9.523,9.523,,8,0,8,2
HST.165,HST.165,,8,0,8,2
9.520,9.520,,16,0,16,0
8.321,8.321,,4,2,6,0
21H.333,21H.333,,0,0,0,0
6.863,6.863,,5,0,5,0
21H.336,21H.336,,0,0,0,0
11.488,11.488,,8,0,8,2
21H.350,21H.350,,0,0,0,0
6.868,6.868,,0,0,0,0
21H.354,21H.354,,0,0,0,0
11.S195,11.S195,,0,0,0,0
21H.357,21H.357,,0,0,0,0
21H.358,21H.358,,0,0,0,0
3.S04,3.S04,,8,0,8,2
21H.365,21H.365,,0,0,0,0
21H.381,21H.381,,0,0,0,0
6.870,6.870,,14,0,14,0
21H.382,21H.382,,0,0,0,0
21H.383,21H.383,,0,0,0,0
8.324,8.324,,2,2,4,4
21H.392,21H.392,,0,0,0,0
6.872,6.872,,13,0,13,0
21H.391,21H.391,,0,0,0,0
8.323,8.323,,5,2,7,4
3.S06,3.S06,,8,0,8,2
21H.390,21H.390,,0,0,0,0
16.475,16.475,,0,0,0,0
6.876,6.876,,5,0,5,0
6.875,6.875,,5,0,5,0
21H.902,21H.902,,2,0,2,3
6.881,6.881,,8,0,8,2
21H.981,21H.981,,0,0,0,0
6.882,6.882,,8,0,8,2
6.883,6.883,,8,0,8,2
6.884,6.884,,8,0,8,2
21H.983,21H.983,,0,0,0,0
6.885,6.885,,8,0,8,2
8.012,8.012,,0,0,0,0
21H.993,21H.993,,8,0,8,2
21H.992,21H.992,,8,0,8,2
21H.999,21H.999,,0,0,0,0
21H.S01,21H.S01,,8,0,8,2
21H.S02,21H.S02,,8,0,8,2
21H.S03,21H.S03,,0,0,0,0
21H.THT,21H.THT,,0,0,0,0
21H.THU,21H.THU,,5,0,5,1
V,V,,0,7,7,2
21H.001,21H.001,,0,0,0,0
21H.007,21H.007,,0,0,0,0
11.S196,11.S196,,0,0,0,0
21H.009,21H.009,,0,0,0,0
21H.101,21H.101,,0,0,0,0
10.972,10.972,,8,0,8,2
16.50,16.50,,3,0,3,4
WGS.110,WGS.110,,0,0,0,0
21H.130,21H.130,,0,0,0,0
21H.132,21H.132,,0,0,0,0
21H.133,21H.133,,0,0,0,0
8.334,8.334,,3,0,3,0
6.886,6.886,,8,0,8,2
6.887,6.887,,8,0,8,2
6.888,6.888,,8,0,8,2
6.889,6.889,,8,0,8,2
6.890,6.890,,8,0,8,2
6.891,6.891,,8,0,8,2
6.892,6.892,,8,0,8,2
6.893,6.893,,8,0,8,2
6.894,6.894,,8,0,8,2
6.895,6.895,,8,0,8,2
6.896,6.896,,8,0,8,2
21G.738,21G.738,,0,1,1,3
15.359,15.359,,0,0,0,0
16.511,16.511,,13,0,13,0
6.903,6.903,,0,0,0,0
21G.739,21G.739,,0,2,2,3
6.910,6.910,,8,0,8,2
8.361,8.361,,2,0,2,4
6.905,6.905,,13,0,13,0
6.906,6.906,,0,0,0,0
6.913,6.913,,13,0,13,0
6.912,6.912,,12,0,12,0
16.512,16.512,,13,0,13,0
6.914,6.914,,12,0,12,0
6.915,6.915,,0,0,0,0
6.920,6.920,,0,0,0,0
6.921,6.921,,0,0,0,0
6.928,6.928,,0,0,0,0
6.922,6.922,,5,0,5,0
21H.151,21H.151,,0,0,0,0
21H.152,21H.152,,0,0,0,0
21H.154,21H.154,,0,0,0,0
21H.155,21H.155,,0,0,0,0
21H.157,21H.157,,0,0,0,0
21H.160,21H.160,,0,0,0,0
21H.161,21H.161,,0,0,0,0
15.9001,15.9001,,0,0,0,0
15.680,15.680,,0,0,0,0
21H.165,21H.165,,0,0,0,0
21L.706,21L.706,,0,0,0,0
21L.715,21L.715,,0,0,0,0
21L.704,21L.704,,0,0,0,0
21L.705,21L.705,,0,0,0,0
21L.901,21L.901,,8,0,8,2
8.392,8.392,,8,0,8,2
STS.048,STS.048,,0,0,0,0
21L.709,21L.709,,0,0,0,0
21L.900,21L.900,,8,0,8,2
IDS.330,IDS.330,,11,0,11,2
21L.S88,21L.S88,,8,0,8,2
21L.S89,21L.S89,,8,0,8,2
CMS.339,CMS.339,,8,0,8,2
21L.S90,21L.S90,,8,0,8,2
21L.000,21L.000,,0,0,0,0
21L.001,21L.001,,0,0,0,0
21L.002,21L.002,,0,0,0,0
21L.003,21L.003,,0,0,0,0
16.55,16.55,,12,0,12,0
21L.004,21L.004,,0,0,0,0
6.246,6.246,,8,0,8,2
16.622,16.622,,4,0,4,0
6.247,6.247,,8,0,8,2
1.075,1.075,,13,0,13,0
21L.012,21L.012,,0,0,0,0
12.008,12.008,,3,0,3,3
6.960,6.960,,8,0,8,2
21L.015,21L.015,,0,0,0,0
15.681,15.681,,0,0,0,0
16.621,16.621,,5,0,5,0
IDS.333,IDS.333,,0,0,0,0
21L.017,21L.017,,0,0,0,0
6.952,6.952,,5,0,5,0
6.961,6.961,,8,0,8,2
6.S076,6.S076,,8,0,8,2
21L.019,21L.019,,0,0,0,0
6.962,6.962,,0,0,0,0
6.981,6.981,,0,0,0,0
IDS.045,IDS.045,,0,0,0,0
21L.021,21L.021,,0,0,0,0
6.991,6.991,,0,0,0,0
6.999,6.999,,0,0,0,0
12.571,12.571,,8,0,8,2
21L.S91,21L.S91,,8,0,8,2
10.391,10.391,,0,1,1,11
21L.S93,21L.S93,,8,0,8,2
6.S062,6.S062,,0,0,0,0
20.320,20.320,,5,2,7,4
21L.S94,21L.S94,,8,0,8,2
21L.S95,21L.S95,,8,0,8,2
21L.S96,21L.S96,,0,0,0,0
15.390,15.390,,0,1,1,11
21L.THU,21L.THU,,6,0,6,1
15.371,15.371,,0,1,1,11
21L.024,21L.024,,0,0,0,0
21L.338,21L.338,,8,0,8,2
21L.430,21L.430,,0,0,0,0
21L.433,21L.433,,13,0,13,0
6.S078,6.S078,,8,0,8,2
6.S079,6.S079,,8,0,8,2
6.S080,6.S080,,8,0,8,2
6.S081,6.S081,,8,0,8,2
6.S082,6.S082,,8,0,8,2
6.S083,6.S083,,8,0,8,2
6.S084,6.S084,,8,0,8,2
6.S085,6.S085,,8,0,8,2
6.S086,6.S086,,8,0,8,2
12.S492,12.S492,,8,0,8,2
6.S087,6.S087,,8,0,8,2
6.S088,6.S088,,8,0,8,2
6.S089,6.S089,,8,0,8,2
6.S090,6.S090,,8,0,8,2
6.S091,6.S091,,8,0,8,2
6.S092,6.S092,,8,0,8,2
6.S093,6.S093,,8,0,8,2
6.S094,6.S094,,8,0,8,2
6.S095,6.S095,,8,0,8,2
6.S096,6.S096,,8,0,8,2
6.S097,6.S097,,8,0,8,2
6.S098,6.S098,,8,0,8,2
6.S099,6.S099,,8,0,8,2
6.S183,6.S183,,8,0,8,2
6.S184,6.S184,,8,0,8,2
6.S185,6.S185,,8,0,8,2
6.S186,6.S186,,8,0,8,2
6.S187,6.S187,,8,0,8,2
6.S188,6.S188,,8,0,8,2
6.S189,6.S189,,8,0,8,2
6.S190,6.S190,,8,0,8,2
6.S191,6.S191,,8,0,8,2
GIR:CHEM,GIR:CHEM,,0,22,22,4
6.S192,6.S192,,8,0,8,2
6.S193,6.S193,,8,0,8,2
6.S194,6.S194,,8,0,8,2
6.S195,6.S195,,8,0,8,2
6.S196,6.S196,,8,0,8,2
21L.458,21L.458,,0,0,0,0
21L.451,21L.451,,0,0,0,0
8.851,8.851,,5,0,5,0
21L.455,21L.455,,0,0,0,0
21L.460,21L.460,,0,0,0,0
WGS.245,WGS.245,,0,0,0,0
21L.471,21L.471,,0,0,0,0
21L.473,21L.473,,0,0,0,0
11.495,11.495,,8,0,8,2
21L.475,21L.475,,0,0,0,0
21L.501,21L.501,,8,0,8,2
21L.485,21L.485,,0,0,0,0
21W.765,21W.765,,0,0,0,0
21L.486,21L.486,,0,0,0,0
21L.487,21L.487,,0,0,0,0
21L.488,21L.488,,0,0,0,0
21L.504,21L.504,,8,0,8,2
21L.580,21L.580,,0,0,0,0
21L.590,21L.590,,8,0,8,2
21L.512,21L.512,,0,0,0,0
12.484,12.484,,8,0,8,2
21L.607,21L.607,,0,0,0,0
21L.608,21L.608,,15,0,15,0
21L.611,21L.611,,0,0,0,0
6.S197,6.S197,,8,0,8,2
6.S899,6.S899,,8,0,8,2
6.S911,6.S911,,8,0,8,2
6.S976,6.S976,,8,0,8,2
6.S965,6.S965,,0,0,0,0
11.521,11.521,,10,0,10,3
21M.011,21M.011,,0,0,0,0
6.S978,6.S978,,8,0,8,2
21M.051,21M.051,,0,1,1,4
6.UAP,6.UAP,,5,0,5,1
11.520,11.520,,13,0,13,0
6.UR,6.UR,,0,1,1,3
11.522,11.522,,12,0,12,0
7.03,7.03,,7,5,12,4
7.014,7.014,,0,0,0,0
MAS.945,MAS.945,,8,0,8,2
21M.250,21M.250,,13,0,13,0
7.015,7.015,,0,0,0,0
7.02,7.02,,7,3,10,1
7.016,7.016,,0,0,0,0
21M.260,21M.260,,13,0,13,0
21M.271,21M.271,,0,0,0,0
7.06,7.06,,2,6,8,4
21M.273,21M.273,,0,0,0,0
21M.283,21M.283,,0,0,0,0
21M.284,21M.284,,0,0,0,0
7.09,7.09,,2,0,2,4
21M.291,21M.291,,0,0,0,0
7.102,7.102,,0,0,0,0
7.11,7.11,,0,0,0,0
7.18,7.18,,0,0,0,0
21M.292,21M.292,,0,0,0,0
21M.294,21M.294,,0,0,0,0
21M.295,21M.295,,0,0,0,0
7.21,7.21,,2,0,2,4
7.20,7.20,,4,0,4,0
21M.301,21M.301,,0,1,1,4
11.355,11.355,,14,0,14,0
21M.299,21M.299,,13,0,13,0
7.23,7.23,,4,0,4,0
7.22,7.22,,4,0,4,0
7.26,7.26,,4,0,4,0
7.27,7.27,,4,0,4,0
11.533,11.533,,5,0,5,0
21M.304,21M.304,,6,0,6,0
7.28,7.28,,2,1,3,4
21M.310,21M.310,,14,0,14,0
21M.361,21M.361,,0,0,0,0
21M.359,21M.359,,13,0,13,0
21M.387,21M.387,,3,0,3,4
8.512,8.512,,4,0,4,0
10.702,10.702,,0,2,2,4
7.340,7.340,,6,0,6,0
4.609,4.609,,8,0,8,2
7.344,7.344,,6,0,6,0
21M.442,21M.442,,0,0,0,0
4.105,4.105,,8,0,8,2
21M.450,21M.450,,8,0,8,2
21M.451,21M.451,,0,0,0,0
3.081,3.081,,14,0,14,0
21M.480,21M.480,,0,0,0,0
7.393,7.393,,0,0,0,0
21M.500,21M.500,,8,0,8,2
7.421,7.421,,8,0,8,2
1.582,1.582,,8,0,8,2
21M.531,21M.531,,8,0,8,2
16.681,16.681,,0,0,0,0
MAS.825,MAS.825,,8,0,8,2
7.439,7.439,,8,0,8,2
7.440,7.440,,19,0,19,1
21M.600,21M.600,,0,1,1,3
21M.601,21M.601,,0,0,0,0
7.470,7.470,,8,0,8,2
7.491,7.491,,8,0,8,2
16.683,16.683,,0,0,0,0
4.119,4.119,,4,0,4,0
11.901,11.901,,8,0,8,2
16.202,16.202,,0,0,0,0
16.687,16.687,,0,0,0,0
21M.423,21M.423,,13,0,13,0
4.123,4.123,,0,0,0,0
4.141,4.141,,8,0,8,2
STS.467,STS.467,,8,0,8,2
9.18,9.18,,15,0,15,0
21M.605,21M.605,,0,0,0,0
21M.606,21M.606,,0,0,0,0
18.979,18.979,,8,0,8,2
21M.611,21M.611,,0,0,0,0
7.498,7.498,,8,0,8,2
21M.690,21M.690,,0,1,1,3
7.51,7.51,,8,2,10,3
7.52,7.52,,8,2,10,3
11.905,11.905,,8,0,8,2
2.034,2.034,,8,0,8,2
21M.704,21M.704,,13,0,13,0
15.136,15.136,,8,0,8,2
15.480,15.480,,2,0,2,3
21M.711,21M.711,,0,0,0,0
21M.715,21M.715,,8,0,8,2
21M.732,21M.732,,8,0,8,2
7.55,7.55,,8,0,8,2
20.486,20.486,,0,0,0,0
7.57,7.57,,8,0,8,2
21M.734,21M.734,,8,0,8,2
7.61,7.61,,8,0,8,2
4.152,4.152,,4,0,4,0
21M.733,21M.733,,14,0,14,0
11.907,11.907,,8,0,8,2
21M.735,21M.735,,13,0,13,0
8.624,8.624,,6,0,6,0
7.60,7.60,,12,0,12,0
5.05,5.05,,2,0,2,4
21M.785,21M.785,,17,0,17,0
4.154,4.154,,5,0,5,0
16.715,16.715,,7,0,7,4
8.642,8.642,,5,0,5,0
4.181,4.181,,8,0,8,2
7.64,7.64,,8,0,8,2
21L.701,21L.701,,0,0,0,0
9.322,9.322,,8,0,8,2
STS.418,STS.418,,0,0,0,0
1.085,1.085,,5,0,5,0
9.015,9.015,,0,0,0,0
8.701,8.701,,5,1,6,0
9.013,9.013,,8,0,8,2
7.70,7.70,,8,0,8,2
CMS.994,CMS.994,,8,0,8,2
4.180,4.180,,13,0,13,0
7.72,7.72,,8,0,8,2
21H.322,21H.322,,0,0,0,0
